"","MM.orange","padj.MM.orange"
"N_CIITA",-0.383072597135808,0.000260483870628779
"N_IFITM2",0.362700554097207,0.000602007094034383
"N_PARP15",-0.366063162433785,0.000525987198492478
"N_PLB1",0.416254904258359,5.87113214054068e-05
"N_DOCK4",0.337101242359541,0.00159834519387822
"N_IGLV1-40",-0.40219633745645,0.00011291993654697
"N_MEFV",0.525452310861682,1.36756889175776e-07
"N_CD81",-0.318551066936524,0.00305800017834309
"N_LST1",0.523936991581053,1.5081763991711e-07
"N_CD19",-0.470036017824242,3.72907657329524e-06
"N_LRRC37A4P",-0.289750541496647,0.0077452998311681
"N_UBE2D1",0.229630124794713,0.0399490767855353
"N_TLR5",0.337736382596948,0.00156186878447009
"N_HIST1H1B",-0.290914237164352,0.00747538637381001
"N_DOCK10",-0.359200676147888,0.000691471961336777
"N_F2RL1",0.350690370090917,0.000962063444029393
"N_RPL36",-0.336194789143083,0.00165158393672413
"N_SIRPA",0.560849474046913,1.23015571489665e-08
"N_IGLV1-44",-0.497995336138051,7.47994005592523e-07
"N_CDKN1C",0.289199119133872,0.00787799633422231
"N_AC136475.3",0.43243795084448,2.69819939743147e-05
"N_SIRPB1",0.467405494496134,4.30841020651334e-06
"N_SORL1",0.552325605163522,2.27214734050853e-08
"N_CX3CR1",0.305228230491356,0.00476741320921615
"N_TMEM19",-0.333180625158296,0.00183915974846729
"N_NUP210",-0.313364806301434,0.00364567364039327
"N_AC084871.1",0.274826216819118,0.01204494321822
"N_SLC40A1",0.436567245156692,2.1932737042092e-05
"N_HSP90AB1",-0.230519209797874,0.0391216066599744
"N_HIST1H3D",-0.38859902474309,0.000205572395949568
"N_NAPSB",-0.380364957673567,0.000291457035288528
"N_ITPR3",-0.338075944056114,0.00154245676964767
"N_TMEM268",-0.2391459069004,0.0315361037763842
"N_RPL37A",-0.331096285543351,0.00198031030385706
"N_LINC00528",0.232010590398805,0.0377244063258326
"N_ERAP2",-0.225522103202183,0.04405951174046
"N_IKZF3",-0.404077821470703,0.000103663979679955
"N_GCA",0.427835273394167,3.37778058740875e-05
"N_GPR162",0.333818719362055,0.00179758479235415
"N_NFIL3",0.429832745922819,3.06348091920341e-05
"N_ITGA4",-0.245998593545592,0.0265240314171894
"N_ABCA7",0.305044598135351,0.00479598019689781
"N_ETS1",-0.325033821764226,0.0024448464494883
"N_IGKV1-27",-0.404298063883566,0.000102625342663781
"N_GOLGA8B",-0.33022425484701,0.00204207517543399
"N_ITGB1",-0.315806991826694,0.00335529394661077
"N_LIMK2",0.539417327976879,5.49277682091956e-08
"N_LILRA2",0.549004656384873,2.86150470701857e-08
"N_PTAFR",0.529074079447051,1.087028630055e-07
"N_RPLP2",-0.350905006132093,0.000954283924117531
"N_LRPPRC",-0.315570425256608,0.00338071195077016
"N_NFE2",0.471806129756646,3.3802886314912e-06
"N_BEST1",0.559954950144558,1.31158332258742e-08
"N_TSPAN3",-0.347583970794721,0.00108190898520479
"N_SLC16A3",0.527208196599474,1.22422204155526e-07
"N_SCIMP",-0.339600851892185,0.0014581652755222
"N_FGL2",0.275048765360367,0.0119654510060741
"N_CD74",-0.49750353676895,7.69106989081759e-07
"N_SNORD3B-2",-0.326657513435431,0.00230915673462319
"N_AC146944.2",0.226439248760695,0.0431015057008857
"N_HSPH1",-0.260243212866735,0.0181152265437127
"N_ANXA6",-0.37339681525862,0.000389922723724209
"N_COL18A1",0.36038710243966,0.000659942042821967
"N_KLF12",-0.250817191520904,0.0233442957672569
"N_FAM30A",-0.435343797079261,2.33588173361991e-05
"N_NTNG2",0.275387154929861,0.0118510206853566
"N_CPPED1",0.47909766526766,2.24300743959068e-06
"N_SIPA1L2",0.421478013975311,4.58385018975487e-05
"N_MBOAT7",0.573777959655507,4.73643706262436e-09
"N_HIP1R",-0.453277446846396,9.26614008538593e-06
"N_AL391832.3",0.382859588895605,0.000262534623037059
"N_CARD11",-0.353536194297203,0.000863050359002229
"N_NCF2",0.543498066877233,4.17344338784201e-08
"N_MICAL3",-0.359577388445179,0.000681652216376027
"N_AC105052.1",-0.242096191376474,0.0293067938748526
"N_MPZL3",0.374775334805564,0.000368236956823386
"N_CLEC4A",0.285114786417602,0.00890839229329652
"N_NQO2",0.310138664645988,0.00405595141062386
"N_RPL7",-0.267856024343927,0.0146918598071978
"N_RPS21",-0.303886526697045,0.00497823895477123
"N_PRDX1",-0.292437385735186,0.00713056072926277
"N_IGHG4",-0.278034097571528,0.0109791615726399
"N_TRBC2",-0.272386843252798,0.0129166890207247
"N_ZYX",0.471738143631296,3.39284753602018e-06
"N_CCR6",-0.398363848445322,0.00013405891068954
"N_ASCC3",-0.241527461802443,0.029721926920828
"N_TNFRSF17",-0.382264577420869,0.000269357262737911
"N_GPAT3",0.433117052962134,2.61056162645805e-05
"N_PILRA",0.542834332562642,4.3639733035374e-08
"N_AC064805.1",0.270169759621678,0.0137677613929615
"N_BTNL8",0.444201413502348,1.48715647451545e-05
"N_B3GNT5",0.470944991267256,3.54790327422176e-06
"N_TNRC18",0.307084429545574,0.00448464869497457
"N_PCDH9",-0.267561731368199,0.0148124690565519
"N_JUNB",0.256314354774272,0.0201482128181854
"N_SESN2",0.280875478231537,0.0101026574458314
"N_SLC45A4",0.512806283355467,3.04819038856405e-07
"N_PDIA4",-0.375133795662818,0.000362875078218748
"N_HPSE",0.2869923688201,0.00841442972701154
"N_RPL21P75",-0.259313667225635,0.0185782613644258
"N_NLRP3",0.382402586909571,0.000267769343959295
"N_MDFIC",-0.262349918317005,0.0171095432761031
"N_PEBP1",-0.391359757077363,0.000182463892686713
"N_SLC25A37",0.516062511416289,2.49051359118645e-07
"N_SMAD3",-0.327459527491837,0.00224830870200181
"N_ARHGAP26",0.506579786190597,4.46295067095565e-07
"N_TCF3",-0.372995972115791,0.00039640472960539
"N_CD302",0.35117917640436,0.000944212256190994
"N_RASGRP4",0.538437900427645,5.87453352910213e-08
"N_NAIP",0.230720115613035,0.0389188381735176
"N_FAM8A1",0.317167999214153,0.00320466641303721
"N_EEF1B2",-0.291020942484307,0.0074524837736996
"N_LIPN",0.267835872992762,0.0146980779107799
"N_RRP12",0.348514623799773,0.00104394943803275
"N_SLC2A3",0.467503915584163,4.28572390856346e-06
"N_LIN7A",0.492899594091571,1.01044452549233e-06
"N_SACS",-0.250488794825381,0.0235476355670129
"N_RMRP",-0.336259398887733,0.00164778391885154
"N_TYROBP",0.514842341734244,2.68542389919457e-07
"N_KLF4",0.321948935772838,0.00272127193008702
"N_TUBA1A",0.425085134343556,3.85582375903977e-05
"N_NLRC3",-0.327715213842452,0.00222907018651633
"N_BTLA",-0.4758217556387,2.70288377236006e-06
"N_SLC31A2",0.363481158192675,0.000583547068793184
"N_NUP205",-0.314391741182663,0.00351757979099447
"N_CRIP1",-0.330645350734185,0.00201079009830427
"N_ANXA1",0.246434478409597,0.026224900338459
"N_S100A6",0.288989759590105,0.00792508591187711
"N_HRH2",0.382887460995086,0.000262359161658236
"N_ETS2",0.593318147479112,1.03361418613228e-09
"N_ADGRE1",0.308348672401296,0.0043026299810134
"N_IGKV2-30",-0.370877065854184,0.000431957310787829
"N_NLRC4",0.365818883778946,0.000530795189134282
"N_SWAP70",-0.393748622062726,0.000164430543813506
"N_FAM3C",-0.367296467054732,0.000499855489082072
"N_RFTN1",-0.230440803029017,0.0391979598434848
"N_KIAA1147",-0.280807493391118,0.0101230319329543
"N_MRVI1",0.521631196253712,1.75078664832074e-07
"N_CPD",0.553128273930903,2.14369530703088e-08
"N_IGLV1-47",-0.406075582553825,9.46334866227858e-05
"N_ARAP3",0.563192597930278,1.03291988586953e-08
"N_SLAMF7",-0.220989267276429,0.0489798091914475
"N_ABCE1",-0.296593077410666,0.00626639455245805
"N_IGHV3-7",-0.323913423733479,0.00253959133034368
"N_AC116533.1",-0.377514269264805,0.000328686028499339
"N_CKLF",0.283119047047504,0.00945121125797147
"N_RPL35A",-0.310401025189317,0.00402127596093561
"N_RPL29",-0.311148102249624,0.0039245644972173
"N_LILRB3",0.55460631558707,1.93481412576495e-08
"N_RPL9",-0.269685031306065,0.0139624880353992
"N_IGF2R",0.493379996336032,9.82442567134844e-07
"N_KLHL14",-0.420115202357662,4.89199121369197e-05
"N_IPO5",-0.23600154626928,0.0341258701993677
"N_NEIL3",0.350403323356705,0.000971889269829185
"N_PPP3CC",-0.429348887588112,3.13824492132426e-05
"N_TRIO",-0.350636359022768,0.000963564632699176
"N_RPL32",-0.310679897144468,0.00398542753961591
"N_IGHV3-33",-0.393389686212877,0.00016709285998002
"N_MSRB1",0.512493197415257,3.10998359529664e-07
"N_EIF2AK3",-0.353270214592903,0.000871539826460666
"N_IGKV2-28",-0.340853633790192,0.00139293339526565
"N_IGHV3-21",-0.339137759093249,0.00148296123769965
"N_BST1",0.479656597400007,2.17460707843352e-06
"N_CDC42EP2",0.326069223672764,0.00235748095135281
"N_AC245128.3",0.359729049975234,0.000677325167609237
"N_CPNE5",-0.494065919206916,9.43852943653014e-07
"N_F5",0.29962045680666,0.00569372292783091
"N_SLC19A1",0.456178237373417,7.92768229727447e-06
"N_NHSL2",0.389636306989767,0.000196524457224456
"N_MPZL1",0.316469398230776,0.00328100692062805
"N_RGL4",0.420663030430245,4.76219235045376e-05
"N_RPL13A",-0.35581430905831,0.000790405292447351
"N_CNP",-0.232470502283869,0.037296852524191
"N_FAM212B",0.536231023282735,6.82711247059546e-08
"N_RXRA",0.552813043901942,2.19241598358782e-08
"N_SLAMF6",-0.393751687770857,0.000164430543813506
"N_P2RY10",-0.279907502497292,0.0103899511292012
"N_TMEM63C",0.336394756550012,0.00163980752306056
"N_AIM2",-0.348266438948519,0.0010542891100327
"N_IER3",0.375651477211984,0.000354966626533346
"N_FAM46C",-0.327479376101249,0.00224687392193797
"N_CSRNP1",0.456576764292771,7.7666907837945e-06
"N_IGLV3-1",-0.451194751240435,1.03188383422926e-05
"N_PCGF5",-0.255741497080053,0.0204483328855245
"N_EPHB1",0.488102259919961,1.33681957735558e-06
"N_NOP53",-0.290126327629049,0.00765925249787751
"N_TSPAN2",0.347291412964958,0.00109429229639555
"N_ITGAX",0.540352897676128,5.15418637837191e-08
"N_CD72",-0.527566735638021,1.19494771518223e-07
"N_LINC00211",0.27487674177692,0.012026682563052
"N_PTPRE",0.468246379139676,4.10631551747702e-06
"N_RPS3A",-0.27800683460481,0.0109865287132572
"N_MAFF",0.408415152913696,8.50324467232246e-05
"N_SNX22",-0.52986717130935,1.03401930420635e-07
"N_PPP1R15A",0.305419991190402,0.00473705935708502
"N_H3F3AP4",0.28336986417806,0.00938743183752004
"N_RASGEF1B",-0.241984385586046,0.0293861073285114
"N_RPS13",-0.286904197583917,0.00843540695195042
"N_CFAP97",-0.347475027874848,0.00108618741977129
"N_RPS29",-0.342801737001893,0.0012958565867381
"N_SRXN1",0.375767691402232,0.000353532746637987
"N_PGLYRP1",0.435420390097065,2.3270152756211e-05
"N_CCR7",-0.437880191516434,2.05348408971325e-05
"N_TTC21A",-0.275189367345824,0.0119152646890553
"N_BCL3",0.370729829385278,0.000434475805035501
"N_NLRP12",0.543401230669805,4.19497121602536e-08
"N_ANKRD36BP2",-0.246713272580222,0.0260368257658527
"N_LPCAT2",0.481764744641428,1.92691857118521e-06
"N_IGKV1-9",-0.383816855066681,0.000252195345883568
"N_PLIN4",0.454279364845993,8.7763388763438e-06
"N_HIST1H1E",-0.273988542174188,0.0123349659735153
"N_RPS25",-0.277604489098641,0.011110703628346
"N_CAMK2D",-0.247633872830238,0.0254246255021884
"N_SPP1",0.238910177243329,0.0317309539964872
"N_SCARB2",-0.264380939820108,0.016173712998433
"N_CCDC141",-0.339809360559514,0.00144715280329486
"N_KYNU",-0.300362256139235,0.0055646982082295
"N_HLA-DOB",-0.601112613642082,5.51492880692171e-10
"N_HIST1H2AI",-0.323691918193495,0.00255951089372118
"N_SHMT2",-0.337586765088593,0.00156997772975923
"N_PAWR",-0.296397952276039,0.00630751665605827
"N_RPL11",-0.320756994940491,0.00283576682837655
"N_JMJD6",0.286486995832527,0.00854399912449115
"N_SIRPB2",0.429874754188092,3.05714573841105e-05
"N_AMPD2",0.5171471098121,2.32932064108639e-07
"N_EEF1G",-0.330000629177864,0.00205715441792959
"N_MBOAT2",0.509439319329159,3.74639684390845e-07
"N_TLR7",-0.375753725927963,0.000353649206228093
"N_CSF1R",0.300041722566554,0.00561860614154423
"N_PLK3",0.545845140588125,3.57294400013062e-08
"N_STAP1",-0.557291868616343,1.59373788038155e-08
"N_RAB3D",0.480043562016301,2.12577687673532e-06
"N_TTC37",-0.34983615705704,0.000993448862378916
"N_PPT1",0.397161396210923,0.000141371236521384
"N_LAMP2",0.323446865586353,0.00258188443780054
"N_AC007342.3",0.484606971925609,1.63669462709343e-06
"N_LINC01001",0.284534796777952,0.00906312837056981
"N_SULF2",0.485333421273793,1.57221323480144e-06
"N_SNURF",-0.351765288872781,0.000923028798370495
"N_MYADM",0.397291562142271,0.000140597390930285
"N_RPL7A",-0.279631583588543,0.0104693970902077
"N_CD300A",0.479959780091499,2.1359867096769e-06
"N_HIST1H4J",-0.322201255109595,0.00269749176669102
"N_EEF1A1P5",-0.352851258287028,0.000886025218374619
"N_CD14",0.49734772169825,7.76065448306298e-07
"N_PARP1",-0.39059065932041,0.000188739252691299
"N_CBS",0.272968396336729,0.0127129527976697
"N_HSP90B1",-0.23220263706609,0.0375473797188491
"N_BCL6",0.471815498455367,3.37913393682066e-06
"N_BIN1",-0.355600152953954,0.00079671211259262
"N_RACK1",-0.299614845439293,0.00569418427530808
"N_GK",0.461469594960402,5.9672858297149e-06
"N_RPS6",-0.321457890405818,0.00276720875148942
"N_IRF5",-0.234533831620794,0.0354306741731044
"N_IGF1R",0.421716318026553,4.53026585479452e-05
"N_XBP1",-0.291796631372911,0.0072768785535685
"N_LRFN1",0.364947418061745,0.000549816171856391
"N_VAV2",-0.320963376166806,0.00281482246751922
"N_ANK3",-0.232690607456916,0.0370894371353914
"N_SLC8A1",0.516116181846106,2.48266033846807e-07
"N_PHC2",0.526432990043237,1.28717169299601e-07
"N_SDCBP",0.419796490788499,4.96137933823513e-05
"N_CD40",-0.496048736121098,8.39601265927567e-07
"N_COCH",-0.492642928330739,1.02488130306528e-06
"N_KCNK7",0.221386934723887,0.0485272841549429
"N_IGLV8-61",-0.385791517219882,0.000232241995439162
"N_CA4",0.45261786922501,9.56903643658273e-06
"N_CCDC6",-0.252395191060049,0.0223945814866958
"N_DAPK1",0.44620782320935,1.34118279465981e-05
"N_QRSL1",-0.400375807054142,0.000122738203204122
"N_EPRS",-0.362758305920464,0.00060067475209412
"N_APMAP",0.297328079153292,0.00612521359754186
"N_STX11",0.402299889785407,0.000112402082956084
"N_MBNL2",-0.38311390646234,0.000260107342781505
"N_MYO1F",0.577543998275792,3.56694468269501e-09
"N_IL1RAP",0.472011856405158,3.34407946236521e-06
"N_MCUB",-0.316459222408387,0.00328184565474243
"N_TMEM164",0.349005515930489,0.00102462499441336
"N_C10orf105",0.260220411742745,0.0181241390733116
"N_RPL19",-0.352377870455359,0.000902033679130975
"N_IL17RA",0.502226113342061,5.8054018255456e-07
"N_HLA-DMA",-0.497338756813436,7.7631543867191e-07
"N_SULT1A1",0.300434177506872,0.00555257481710619
"N_CEACAM3",0.512684796442645,3.07040310026488e-07
"N_CEACAM4",0.504558467467605,5.03978835431443e-07
"N_NABP1",0.233339203154917,0.0365121536628849
"N_PLXDC2",0.507975385045426,4.10791585507466e-07
"N_FCGR2B",-0.231851676028604,0.0378536254197281
"N_ABCB4",-0.272009133727459,0.0130494851851712
"N_MACROD2",-0.306515887593088,0.00456750029366357
"N_IGHV4-34",-0.501625391208689,6.02880622273902e-07
"N_NRBF2",0.327531180094331,0.00224324469205943
"N_ABTB1",0.488780161360396,1.28637929281026e-06
"N_DGAT2",0.578307747432781,3.37272486059343e-09
"N_PLAC8",-0.463234070525745,5.42297728947327e-06
"N_CSF2RB",0.519491036937021,2.00402061258236e-07
"N_GRK3",-0.236737657913758,0.0335057346286883
"N_IFRD1",0.353466313445366,0.000865107291162716
"N_CD300LD",0.224532739007538,0.0451176920184722
"N_PLEKHG1",-0.433446572276012,2.56667584184075e-05
"N_RSL1D1",-0.292043576666615,0.00721985304872038
"N_PELI1",0.39415522183199,0.00016159566615964
"N_IFNGR1",0.379612723568649,0.000301086548803316
"N_BTN3A3",-0.24925510962911,0.0243408009195932
"N_SPTBN1",-0.40720680213815,8.9755514891718e-05
"N_GRB10",0.246437572932755,0.026224900338459
"N_CD27",-0.342699133073802,0.0013003439142472
"N_APOL3",-0.376059330626003,0.000349213289850274
"N_PPIA",-0.26032183914549,0.0180792053885299
"N_ITM2B",0.388038831243889,0.000210735086032624
"N_CDA",0.397065995802478,0.000141979585914091
"N_RPL18",-0.312183970632486,0.00379057874636584
"N_HAL",0.569027645338423,6.70774870052801e-09
"N_FRY",0.469116836755394,3.92324928681796e-06
"N_UPP1",0.301748464696039,0.00533151634108042
"N_CD48",-0.35278861425913,0.000887986422160528
"N_STRBP",-0.39913763085561,0.000129636134343204
"N_BLNK",-0.451416874458671,1.01962685922141e-05
"N_IRAK3",0.46258824538138,5.6186850253846e-06
"N_RPL31",-0.30461630957821,0.00486128666268106
"N_ZMIZ1",0.227631654887662,0.0418881112722265
"N_RPL14",-0.293933728481189,0.00680617244790284
"N_GRAP",-0.352749625771187,0.000889316637079763
"N_NOV",0.32419737281667,0.00251761339683421
"N_ALOX5AP",0.377267394383119,0.000332144671658494
"N_RNU1-1",0.250831647626603,0.0233389696260382
"N_RNU1-28P",0.250831647626603,0.0233389696260382
"N_RNU1-3",0.250831647626603,0.0233389696260382
"N_RNVU1-18",0.250831647626603,0.0233389696260382
"N_SNX25",-0.403943489133914,0.000104303150467888
"N_RPL6",-0.319874960390207,0.00292535573732224
"N_ASPRV1",0.390857966881727,0.000186568558230863
"N_ITGA5",0.543879431003549,4.06866950308379e-08
"N_AC012645.1",0.35569438479459,0.000793873116645959
"N_RPL15",-0.288110360747897,0.00813830384555819
"N_IER2",0.255170332498078,0.0207678088941031
"N_CAT",0.224287943811704,0.0453917547111852
"N_LRRC25",0.586908327107579,1.72503063514567e-09
"N_SSRP1",-0.265642168202523,0.0156127590885649
"N_PTMA",-0.223830748459277,0.0458418844069108
"N_TARBP1",-0.310859448223025,0.00396228925867939
"N_RPL24",-0.263315819259139,0.0166682280546087
"N_PFKFB4",0.578389885630531,3.35258722043324e-09
"N_DDIT3",0.329149405624894,0.00212087580748946
"N_TAF4B",-0.345029300024129,0.00119412121540496
"N_RPS28",-0.298859122102552,0.00583410274736188
"N_RPL39",-0.27548466490576,0.0118176470108113
"N_MYC",-0.412715271990739,6.93779592462683e-05
"N_CASS4",0.522454270889035,1.65763995775354e-07
"N_FRAT2",0.484826061936064,1.61635545052022e-06
"N_NFKBIZ",0.286869484580598,0.00844357129034917
"N_HK3",0.447212494049787,1.26998908815405e-05
"N_TCN1",0.272378588917261,0.0129187206421672
"N_CFP",0.532103903970875,8.99871413984407e-08
"N_LINC02289",0.293744589797996,0.00684434789040247
"N_MTR",-0.245091279680774,0.0271403588026774
"N_ESYT1",-0.239260196862466,0.031443723940163
"N_CD300LB",0.301660201199995,0.00534566922700454
"N_TGFA",0.435294462670068,2.34128488329123e-05
"N_SLC38A1",-0.371599709421627,0.000419756971813306
"N_CEP19",0.309270992410236,0.00417327335973733
"N_IL6R",0.444859206003669,1.43712286422945e-05
"N_PSTPIP2",0.253527518092573,0.0217150928094536
"N_STX3",0.519859840587013,1.95949557154781e-07
"N_PRRG4",0.303994082625033,0.00496037867302779
"N_ZNF532",-0.33453719997026,0.00175282795932575
"N_CR2",-0.430889675454462,2.91100904078036e-05
"N_SIGLEC9",0.390821678883956,0.000186859291460295
"N_PPP1R3B",0.417931383422942,5.42403916846142e-05
"N_AP5B1",0.391894603384007,0.000178219703196744
"N_PTPRK",-0.364101249654309,0.000569082338793334
"N_SUN1",-0.407313358252105,8.93823641043537e-05
"N_LINC02207",0.237914096073186,0.0325443777088116
"N_TMEM71",0.449818624430695,1.10799946506734e-05
"N_RPS15A",-0.329537072469784,0.00209191026684713
"N_PLEKHG2",-0.287878963349765,0.00819375408675894
"N_CCR2",-0.410795263261259,7.60571816110127e-05
"N_FLNB",-0.294379831890168,0.00671698061548478
"N_CNR2",-0.381777816983993,0.000274967236918945
"N_SSB",-0.266205293453619,0.0153749269113549
"N_PLIN5",0.470145064946027,3.70774670995367e-06
"N_TNS3",-0.353242408326888,0.00087243728950852
"N_COL19A1",-0.353770182931914,0.000855549263396418
"N_HIST1H2AG",-0.379689560547359,0.000300074522842102
"N_MAK",0.428079462511727,3.34086500206234e-05
"N_RBP7",0.282482063389874,0.00962916599842743
"N_ADA2",-0.271567623959652,0.0132199578880933
"N_HSD17B11",0.270758451222325,0.0135350647098156
"N_RPL8",-0.256479015206149,0.0200568203560021
"N_RFX2",0.381031338169236,0.000283492039508278
"N_PHF14",-0.222447590630306,0.0473402497105035
"N_CDCA7L",-0.42234611036819,4.39501147160976e-05
"N_POLR2M",-0.327890410763717,0.00221545030238193
"N_WDR43",-0.300409407248781,0.0055567689904454
"N_SPI1",0.466647318179188,4.4932600565401e-06
"N_IGLV3-25",-0.511733641259241,3.25411948697996e-07
"N_HIST1H4C",-0.246021759078863,0.026511440290244
"N_TGM3",0.290509381964276,0.00756707655040827
"N_TNFSF14",0.298726893526204,0.00585776267952427
"N_AQP3",-0.269864134144904,0.0138925423275451
"N_ZNF185",0.386821515008334,0.00022225561149566
"N_ZNF467",0.482082095272753,1.89415669211563e-06
"N_KMT2A",-0.286558889947084,0.00852533344962852
"N_WEE1",-0.384370511883008,0.000246442212610603
"N_IGKV1-12",-0.449847982486016,1.10697335841272e-05
"N_DYRK2",-0.252328251469131,0.0224323265220679
"N_E2F5",-0.417501705099157,5.54006335061474e-05
"N_SVIL",0.527470608212694,1.20298696730664e-07
"N_CEBPA",0.325766700746275,0.00238320213683321
"N_DNAJC25",0.39028900714861,0.000191244553671955
"N_PRDM5",0.320970898714597,0.00281437378095548
"N_MEGF9",0.419857793416735,4.94734217811898e-05
"N_RBKS",0.250307293815074,0.0236642256101237
"N_LRRC6",0.370738550804189,0.000434371581976672
"N_NOTCH1",0.45209795338429,9.83873271566041e-06
"N_EEF2",-0.299199218402819,0.00577106133249153
"N_NOP10",0.264420054596892,0.0161591373980934
"N_ST3GAL5",-0.241900629759883,0.0294505819760958
"N_PDLIM7",0.459013579325229,6.81864226634897e-06
"N_TULP4",-0.265382985300846,0.015729239969534
"N_SMIM25",0.579140702585474,3.16600928375303e-09
"N_SEC11C",-0.333342591785669,0.00182922073915122
"N_IGLV6-57",-0.392005273466183,0.000177396429841796
"N_KCNA3",-0.35501321134462,0.000814684546343659
"N_DIEXF",-0.24669592849264,0.0260473740589202
"N_CIC",0.228888855819146,0.0406545174388655
"N_SRPRB",-0.307024574612749,0.00449271715291441
"N_ZDHHC18",0.533244578164579,8.33443498841368e-08
"N_SLC25A6",-0.221099334940919,0.0488561125555241
"N_MRPS27",-0.264838247871829,0.0159791706508001
"N_NOMO2",-0.28889211778958,0.00794772251039751
"N_LCP2",0.41994530009234,4.93016918369252e-05
"N_AC020916.1",0.385409733176946,0.000235862814035888
"N_ECHDC3",0.220720113698257,0.0492957393921999
"N_BCL7A",-0.294886010271195,0.0066128416928962
"N_CBX5",-0.378736638535228,0.000312248242982861
"N_PTCD3",-0.280410711452265,0.0102389665116141
"N_GPR15",-0.367723330958828,0.0004911207505985
"N_ABHD5",0.504858795864439,4.95054251280665e-07
"N_CUTALP",-0.240111141975907,0.0307856023908297
"N_EML6",-0.357674215080249,0.000734862658749043
"N_ANKRD20A8P",0.226605857957926,0.0429329483886762
"N_ZNF678",-0.27362446770061,0.0124689950092719
"N_RCAN3",-0.326993091352092,0.00228328277348687
"N_SMARCAD1",-0.327320866121298,0.00225751697578499
"N_ZNF316",0.265487594699334,0.0156830727052588
"N_VSIR",0.58295958422068,2.34833124688519e-09
"N_MRPS25",-0.279587850311835,0.0104809732299234
"N_RNF149",0.560084267819609,1.29903792776551e-08
"N_ID2",0.304115238368521,0.00494076348985418
"N_TLR1",0.346036121499097,0.00114945061308484
"N_WDR36",-0.292211559387453,0.00718015176414755
"N_HP",0.28179551464334,0.00983145322473536
"N_RPL27",-0.338548553598542,0.0015161528472018
"N_RPS10",-0.316821290739486,0.00324311831839185
"N_LILRB2",0.485508585876175,1.55622980293563e-06
"N_NSUN5P1",-0.37836465365238,0.000317159808047481
"N_ITPRIP",0.443766240748119,1.5206178330387e-05
"N_KNDC1",0.300940186309293,0.00547042527801477
"N_CMTR2",-0.231251640335308,0.0384083436840182
"N_CLIC4",-0.468595390775472,4.0348869777761e-06
"N_RRP1B",-0.294194538043459,0.00675458577529879
"N_TRPM6",0.573934633328066,4.68611443669367e-09
"N_FCER2",-0.498244231676916,7.36682527219756e-07
"N_KMO",-0.355378235039372,0.000803102941631926
"N_TP53INP2",0.320526669597481,0.00285836426094653
"N_RPS14",-0.359845320603454,0.000674143825040853
"N_AL353625.1",0.279290939725066,0.0105797001344285
"N_EBF1",-0.435064996433246,2.36441306628451e-05
"N_ZC3H7B",-0.319808931180984,0.00293226321660066
"N_RASGRP1",-0.393218828788038,0.000168192136558805
"N_SLC22A4",0.478739797309281,2.29121814417457e-06
"N_NPL",0.514560243218631,2.72897095757968e-07
"N_MAFB",0.254782841844777,0.0209741304274121
"N_IGHV3-48",-0.492927992526657,1.00883064217082e-06
"N_PAN2",-0.332089170880531,0.00191128891517187
"N_IGHV1-69",-0.455485446095687,8.22848421500181e-06
"N_JUND",0.224292855791287,0.045389967772333
"N_SNX5",-0.32517122774803,0.0024329776370312
"N_GAS7",0.403332070815051,0.000107270870707151
"N_LRRC4",0.503178092148224,5.48339504723576e-07
"N_CLEC17A",-0.379484712978936,0.000302717641606843
"N_GTF2IP4",0.490747861790311,1.14554765163959e-06
"N_PPM1F",0.507636246195826,4.193721312102e-07
"N_NOC3L",-0.385591094327308,0.000234058000863007
"N_PABPC4",-0.223656229163463,0.0460337012495992
"N_TECPR2",0.474779747746407,2.87124469750816e-06
"N_AL365361.1",-0.301078467269987,0.00544579998347623
"N_SHKBP1",0.247782680382137,0.0253197662737812
"N_ARID5B",-0.379017710046214,0.000308640456414281
"N_KLF8",-0.319473003810334,0.0029654580946789
"N_POLR3E",-0.24063336881813,0.030392123094352
"N_CHSY1",0.309492251104097,0.00414387787608077
"N_TSPO",0.347024256575932,0.00110579892224025
"N_RUFY3",-0.25740051308256,0.0195728032709956
"N_IGHV4-39",-0.400041117643548,0.000124557041045862
"N_GPR27",0.460923982224767,6.14484103779562e-06
"N_XPO4",-0.245537679256964,0.0268350055522375
"N_C1QBP",-0.33388705032134,0.00179345201486876
"N_CDC25B",-0.322885038755794,0.00263400076183273
"N_LRBA",-0.330095974156626,0.00205059047924352
"N_GNL3",-0.34901605851542,0.00102431812880157
"N_VMP1",0.457886448257998,7.23758423036525e-06
"N_RPS27A",-0.297443185670641,0.00610353109121261
"N_LONRF2",0.262677576548932,0.0169641491557726
"N_C12orf57",-0.302396479259773,0.00522411783202364
"N_ZNF860",-0.406873080378423,9.11258248929263e-05
"N_AC138932.1",-0.22129751539587,0.0486331539979742
"N_LY86",-0.476787111334514,2.56351810087955e-06
"N_KBTBD8",-0.280929182702184,0.0100870490314563
"N_MYO1D",-0.275802999817752,0.0117107748177119
"N_PLCG1",-0.242975613074877,0.0286772604251963
"N_RAB43",0.428458733857407,3.27990306569051e-05
"N_LRRK2",0.415004532583486,6.22261993620579e-05
"N_LGALSL",0.418648757740556,5.24006036999713e-05
"N_DNAJC10",-0.410738815877303,7.62615505016337e-05
